parent_income,assets,family_size,student_earnings,high_school_gpa,college_savings,loan_debt,extracurriculars,volunteer_hours,aid_amount
69633,187224,4,3112,2.061458138641208,74911,391,5,23,22275
195993,20153,8,9373,2.37795232305605,40229,6421,4,498,24366
71992,156578,8,7036,3.1458147750986614,86065,8609,1,234,26194
85468,20881,4,28510,2.157676507720449,29628,22304,3,481,22874
136775,143559,6,5986,3.720173429154216,38130,39727,5,34,22176
46502,129604,8,12470,3.5301273133127644,36122,15512,6,311,39706
73576,104800,4,11340,3.7385325699997756,34918,5577,2,366,33507
128569,75327,4,15048,3.448777344045035,29423,32170,5,340,27443
89670,25787,8,27308,3.5150264775989832,24596,701,5,84,32585
74515,152382,2,24563,2.9860607121306266,58778,870,1,341,17075
170289,128099,3,9732,2.4134612894087097,17721,45328,4,217,39958
188192,152642,2,6910,3.0177832978123584,90826,6615,9,154,49550
179316,193249,6,19649,3.5102713144625444,5348,47707,8,261,43138
194539,198624,9,3725,2.2429526004151707,89814,30907,1,164,37852
34383,172973,7,561,2.836412675554528,40092,10224,3,231,5130
74373,194377,6,27452,3.9232624830032243,51248,8930,3,181,5647
54417,164437,8,13682,2.7014871862875247,17095,5260,1,404,3730
129222,78985,5,7173,2.345366875774511,86623,11980,3,320,27232
37551,181542,2,9355,3.3696830579331545,52517,16156,9,450,44651
137666,16668,7,21407,2.9664977634842673,15937,6838,4,419,49285
58207,41174,3,14963,2.3369794816376013,23848,13517,4,371,13939
172921,151649,9,13135,3.269610975987937,89747,23289,9,314,46023
117216,105642,2,3144,3.8827751710752327,73477,23864,1,381,9897
160043,143048,8,21978,2.899438931231317,67209,14922,1,266,30285
69020,27976,5,28185,3.8648774599065447,65905,21704,9,302,22059
101235,64582,7,13226,3.3122509124473876,8839,24236,1,212,14402
105277,57602,9,15201,3.7464421323907233,18017,3359,2,473,24993
85517,72230,2,16924,2.902419514973109,36526,32805,4,497,28483
194719,192539,2,7930,2.8643010681731242,11933,48148,0,279,27008
80915,105524,9,11458,2.658704294462086,18609,31277,3,86,29299
173518,49706,3,26301,2.3995214443580273,81119,16410,6,33,5747
108661,190289,2,14052,3.3668908917260882,85301,47810,7,320,10370
165212,141282,6,15826,2.1077693340120747,76900,29005,6,97,4939
154305,142681,9,16706,2.134606211755806,97423,32347,2,195,2955
21181,98196,6,22602,2.128316533504068,32502,4827,6,372,39056
108699,187495,2,15567,3.98891315234097,9424,37702,1,198,7633
162551,52403,5,18613,2.6181612280095683,3838,14742,3,401,29991
42209,192838,4,17532,3.463027456549205,36906,31138,1,370,33615
109040,4443,9,27238,3.078470314643713,52126,6206,6,486,30184
188131,197142,1,2918,2.9068349010466044,45006,17479,9,82,40588
66890,82787,8,16459,3.9906574942261885,71019,21406,5,73,13520
80733,111173,6,8869,3.7639416801958556,28661,22509,4,382,49572
102225,56298,9,18200,2.886710030778647,92982,42931,0,148,31280
63543,113388,9,19727,2.3091838581989323,15181,1716,3,26,12115
167787,162993,6,17490,2.8332352156137164,59079,39867,4,93,38165
79433,85321,2,8752,2.517755815736448,6051,35988,3,89,48744
106153,110141,6,9000,2.155082350224437,89687,12769,9,449,39275
28490,99351,4,22633,2.9268474842680243,26444,44736,3,422,15190
49916,4328,8,14290,3.6954530967749744,58720,49570,7,10,44156
59165,44647,1,2137,3.3414152132370107,79043,18096,7,432,41959
45359,11555,7,10779,2.8702755500550614,50664,35537,3,436,38492
24178,7914,8,15284,3.7091706460902043,98836,43866,6,113,46181
118170,42446,9,11421,3.924030371423563,75377,21431,0,195,34285
35071,135255,6,20513,3.958270614868879,99252,33381,1,139,35063
195696,113004,6,5987,2.076293689657666,14875,45691,0,364,46995
93087,146517,3,14736,3.2854966964918333,29405,31374,0,141,24211
128662,94265,1,9181,2.9270962625817525,69924,22983,8,135,18680
60209,158221,3,395,3.180154065073258,66161,15606,6,305,29068
166716,199476,7,15330,2.151968992340734,33088,27118,9,257,32462
95986,157691,9,28664,3.9120212798128042,72862,45570,1,239,30873
137877,127431,7,8419,3.4005567436060726,84212,17566,6,92,26819
79161,56027,4,23681,2.6809022538548826,47423,43843,9,173,27427
35981,33386,9,7871,2.296754913324781,39192,24563,5,242,17565
181509,98156,2,3692,2.720401838800356,92795,6409,7,245,23250
20900,90656,9,6626,3.611154315230776,11253,41741,2,113,40423
151627,38117,3,8185,3.3120203710468434,51001,36142,4,274,4175
96913,27745,9,2634,2.384779505262081,15531,47905,8,352,12449
182935,81368,8,3561,3.7915156302715016,25125,5750,5,329,39364
170204,91979,1,8856,3.070208602459617,96252,13244,5,153,24515
72041,187739,7,10365,2.406896438319804,45958,30049,3,67,16600
51793,101000,9,24571,3.0927372678064207,72924,1790,6,0,27389
43350,186729,8,27964,2.8082106284228123,61124,14686,7,202,45357
141033,102610,6,21766,2.8717483604712797,82205,30447,6,308,14571
138649,140025,1,6304,2.1608902377920396,14070,5044,9,116,38122
157713,121501,5,4315,3.4115527451548484,79201,30283,8,16,10806
168070,125453,6,15125,2.1441991900770114,29071,17698,6,179,34328
81266,41461,7,11689,3.2812083779859367,3745,26817,5,447,1825
150280,46664,1,25011,3.360001669528801,2402,46773,6,343,45581
69679,139217,6,16576,2.820326483794882,13576,46375,4,316,46980
138613,75102,4,15635,3.312785193800517,85844,32580,4,338,6770
80845,116815,2,5512,2.8384458232882777,45350,30107,8,92,47694
123577,171146,5,15224,2.52949061903469,89436,47341,7,329,36503
163442,36273,5,19213,2.4579957439771407,90739,33916,0,350,31493
22777,179881,6,4286,3.230332899524043,96067,11127,3,497,17472
26162,199114,8,523,3.3278593883618686,56544,34915,7,158,8459
156330,102259,2,27713,2.3848571081825085,4506,15532,9,491,34221
28872,71485,5,13335,2.6586492023049226,49942,12063,4,159,9117
80653,120068,5,874,2.267314609763173,25234,553,5,99,13098
145874,21555,6,29285,2.8566965435151888,53232,33347,0,337,40978
137320,136417,4,7013,3.693571019999488,12536,42712,4,317,27905
83591,8039,8,15749,3.5230641808701253,59536,46197,2,462,34882
161688,78826,7,28514,2.5628959014815287,83327,40296,2,496,33968
171957,101124,3,5541,2.978381211402719,71150,1682,8,326,21461
102240,166690,2,18479,3.9569592590976956,4749,45255,1,395,16917
29246,151846,3,1765,2.8579163027252537,43636,44269,5,466,24375
30619,138516,4,13973,3.3706860132599914,28950,21486,4,216,45482
35367,129241,4,27978,2.2769223916242103,51943,37807,6,328,3187
163263,178060,3,17893,2.2647681514851823,74695,49776,9,366,30245
169120,98352,6,25184,3.7224221732482006,49690,32229,8,131,6210
157147,178909,6,23966,3.4135258973647793,3903,44890,3,499,28243
104076,187168,9,10547,2.7477219153311228,64607,10639,3,181,36082
102009,160685,2,17882,2.17008577769797,32221,1859,6,17,24051
172291,91928,9,19472,3.0909261522668876,31865,43106,9,285,16596
69121,40633,3,26851,2.3707637814335225,94864,16626,1,19,27891
52777,186574,5,8912,3.1389069189270264,10841,8458,0,219,32766
100698,10574,6,5359,3.0679092174599627,91315,12277,4,345,23358
125976,39661,2,18930,3.154359064261016,26340,3286,8,77,39626
176647,24667,3,14013,2.675685146595498,54291,35203,7,150,28180
105470,47268,9,16345,2.2309953919337735,16932,23650,3,294,15641
148682,76099,8,26810,2.292847186203324,17158,19300,7,132,30152
27751,61789,5,27824,3.500365712671644,91221,36560,7,401,40299
27178,175707,7,26572,3.5460707945585677,89150,17286,8,301,34496
29412,87971,5,9403,2.425420185609706,14877,47709,3,352,16057
26813,101819,3,25847,2.043760384565674,34883,22121,4,443,19822
23947,29619,8,8389,2.624982790804932,69443,10947,5,409,34767
24915,17333,7,29893,2.2668170482819034,39810,39983,4,487,31982
68770,75243,4,25862,2.11293154596002,42306,10071,4,64,27335
188571,5976,2,16228,3.6356691557996257,52719,44240,4,271,34783
74868,96637,5,2963,2.4539681055137765,47517,33305,2,187,37940
144238,52108,5,1743,3.529190894475324,13881,23378,1,49,43998
48725,7767,5,16976,2.9866524091872835,31782,49675,3,115,5906
68363,167043,1,6644,3.9046698921503844,9495,43548,2,434,42550
181778,172562,6,26686,3.5057806218469985,17739,49632,9,142,1767
142533,57582,6,11906,2.2830757029935818,13667,17277,3,105,15539
172297,149326,1,11826,3.5809953547898266,92369,38246,2,279,8888
47455,81582,1,16799,3.173587116829824,49343,35479,1,60,24103
29236,37483,2,19209,3.9571535806543467,69919,14949,6,315,26190
87594,5950,1,12620,2.6642984448004685,39192,13584,6,370,24431
153517,77791,2,7891,2.1934657642537903,90331,48043,9,180,47764
102925,89775,9,22463,3.798174376293818,94254,33837,2,470,15482
45827,136887,8,23903,3.2197953856201806,91790,28823,3,233,35543
24411,69856,8,15200,3.1670243811728858,73171,9561,9,127,29483
141228,92399,4,14329,2.4655127285570586,30848,33484,2,81,8502
111186,37417,9,9555,2.7590491486062896,56815,24344,4,324,40803
43075,73363,9,20819,2.121388194007027,27838,20879,5,87,4226
153135,50443,4,25803,2.827323650018746,38830,4237,9,355,34087
166704,62104,7,17456,2.5644073297201646,93586,46614,1,202,45146
57021,142516,9,3409,2.3802108941089397,18911,31793,5,356,32234
100139,116618,2,1697,3.3358226490375027,32775,15735,7,14,45984
179756,171005,7,29351,3.2988030814687885,8622,47145,2,63,48756
186134,173131,6,15116,2.831966566393252,62459,16301,9,366,12240
45939,87839,5,20058,2.995725397316595,96074,26634,0,224,36670
59984,69938,2,27307,2.6435376394699306,56025,38399,0,218,21642
132463,177003,7,6173,3.868400526499544,66412,25928,0,429,24602
96071,91589,8,5797,2.5929533619051455,82045,18668,8,486,28300
114685,113164,5,9737,2.511609018578648,59911,37022,1,195,20527
85205,159009,1,1079,3.0081228343360245,66496,37241,0,200,5518
186602,130879,2,13437,3.844930990232247,85266,10603,8,5,47402
138957,74141,3,6340,2.1249516913191915,6406,23046,3,448,1550
56714,150565,3,19170,2.834601481536863,33572,20948,5,320,27182
54326,20661,7,821,2.296666988222202,7735,38984,7,355,3967
67814,146825,8,11706,3.3552662312030463,32370,39150,5,276,7805
192094,94268,2,15455,2.201372068668289,14472,5686,8,383,10745
143386,113344,7,7246,3.076163058658756,60461,32601,1,153,19434
169531,169513,2,12751,2.840117902875119,17632,21594,0,373,26019
154377,149747,2,23594,2.2669905722554766,25945,11012,0,117,14395
122741,175633,7,10860,2.1103266027011793,97819,20684,0,401,28939
137739,23178,7,12613,3.4718168008497177,87837,2768,3,403,21218
144973,60068,2,19004,3.3388692660909243,93469,9901,7,435,34254
102289,48980,9,17985,2.456390119067158,44136,23353,4,298,36189
153468,7019,8,19838,2.9759363604269886,42235,32678,3,399,18091
150183,190721,4,1238,3.308908091806135,56549,26441,1,328,47803
152858,118753,4,22594,2.3212954080785164,10175,603,8,424,42225
107702,14879,8,18197,2.2652048344009104,55351,18438,2,361,34890
51489,16741,2,18768,3.3157687946981844,39021,3566,8,361,18877
184438,124346,6,6240,3.1927032823286297,87103,28604,9,409,41532
189508,160028,8,18208,3.453685014052642,54497,17781,9,451,7888
61671,50763,3,18154,3.4329557272796167,73355,7278,1,377,17309
103064,177230,1,21113,2.0631035685880237,72852,32300,7,255,48822
94620,10760,4,17324,2.0736116226183894,65930,5043,3,276,46211
174273,186569,3,3860,2.1189759772934913,81437,37198,4,153,16378
139606,91731,4,2817,2.7812073263347408,41513,1517,9,100,6115
34270,26614,3,17471,2.6349836944265603,72124,47088,9,6,16289
158669,192887,1,22573,3.685585981043342,24772,28519,3,452,38131
103979,37576,5,10190,3.2144774190210894,89174,5073,5,459,19214
24960,118370,9,513,2.4394855750306133,32019,33828,2,460,13059
123678,57663,3,28719,3.2248597698734836,57244,21325,4,337,12008
189604,75567,1,28027,2.5512905211664627,67340,28785,7,444,16459
51171,92591,5,6748,3.366032640777327,7448,1192,9,347,36750
118892,190559,9,20540,2.543285927985018,10679,39096,5,268,28007
61952,29977,3,18958,3.016370775637765,88026,41296,6,405,10945
127969,176541,1,29515,2.565960565130271,99320,13391,4,187,35681
133166,183398,7,10555,2.4397855553028442,7780,34339,4,241,1434
125414,57035,4,27624,2.9881725169002538,14212,18163,6,162,21061
140510,12434,7,29661,2.544304592859759,9418,4715,7,447,19586
160971,125556,6,22355,2.0137843814360927,67062,42193,4,419,17537
33756,87768,5,28773,3.8895258878658847,99868,17554,7,424,13916
41940,177178,3,4430,3.131155400312248,5546,10452,9,65,27336
80682,24367,4,19096,2.152279570357075,82286,6053,8,329,40395
175281,155093,4,10526,3.795048303352492,75023,31829,2,343,46823
193935,46768,5,14719,3.4237931842762266,49135,16151,4,458,16828
133499,92882,9,5156,2.3985816419148476,41184,693,0,246,8965
84266,79748,6,4287,2.8003357018995416,74512,9019,8,429,28367
56772,156205,8,23423,3.3421214210754338,67789,11897,3,67,3564
191973,97537,9,1610,2.8735901537854778,54425,16516,2,371,31661
71922,128647,3,26607,2.7442490092871266,25262,26172,8,341,36178
125388,81260,9,21614,3.476201331117239,54972,34532,0,482,22530
46523,16019,1,12960,3.5830405426099885,8303,36874,0,438,26325
138711,150548,4,21218,3.0798626362425923,852,25000,9,202,46133
96173,142254,6,8807,2.5181475259208597,31387,31123,7,338,25597
176064,70502,8,4128,2.1346315691424724,41797,16003,8,390,41033
118137,166574,8,27548,2.1276940731516216,59048,13864,1,79,2280
56762,80217,5,22674,3.4026184294468713,6863,7025,6,321,6303
83729,142165,7,17229,2.78776217843584,82408,48535,0,417,6860
125039,18591,2,13525,2.399189382829751,98633,2434,4,120,18911
45303,162656,3,11848,3.658206536834536,26289,44736,8,265,6744
74527,94201,3,1812,2.5967515636407397,79687,31972,9,239,11177
144110,195457,6,28720,2.069107867314159,43714,36029,2,347,26896
51414,192322,7,6216,3.6417897826287984,43172,2205,5,243,2418
195896,156829,6,6545,2.645434589545304,96938,21640,8,122,33132
47325,70358,4,22771,2.1929047289551185,73991,21271,5,4,45219
162760,186183,6,6041,3.7890105506016276,68387,44583,2,319,24655
84523,75653,1,27022,2.873782745633444,28089,44883,3,114,39886
145206,50301,3,2402,2.8017363641309148,48396,19484,7,64,32502
147800,181091,6,24519,3.34427959946958,16646,25761,2,361,28692
81572,74990,3,4014,3.8414353822224028,10047,1783,0,347,14757
71868,4598,7,16570,3.3036684041846955,57580,25822,7,152,31775
75591,187230,5,20929,2.1632978194236054,84508,36303,3,25,45147
44948,55399,1,26468,3.5458634561184077,75152,42733,4,461,34443
41134,153585,3,3489,2.211532292231844,15710,17612,3,65,26764
116069,158863,3,22581,2.507884693919674,57966,32583,1,350,48734
116011,148096,9,21476,2.3347629362351054,48529,3476,2,382,8686
37471,131401,5,15938,2.866458278292825,82986,15123,1,424,8452
27427,168284,6,18489,2.5425029744015886,8592,25859,9,237,11642
105955,14230,8,17635,3.9412103487278025,85264,32953,2,320,20335
162604,194986,2,15551,3.532754557456138,79574,49104,8,153,16828
42453,186752,1,19984,3.409997395246301,41461,35435,7,101,20276
68038,163524,2,9,3.744237305471145,70391,31034,3,316,3000
84579,103101,8,26143,3.5717966368144056,6442,14820,9,410,20849
132797,167835,8,13865,2.1402885936206024,95069,45807,6,253,28976
60600,32538,9,14560,3.5392022778093617,57131,29693,4,491,16585
94773,157483,3,10253,3.8899617051532207,8511,14027,7,363,10769
154001,65125,6,9738,3.8310447474372227,98256,1390,2,297,6306
190029,127848,4,5493,3.416898008554337,43423,35303,2,270,37194
152174,178374,3,18291,3.8484854683191068,74517,4820,7,349,3083
108994,83546,1,16484,3.4308582338214153,83818,47754,6,269,46628
104380,158305,4,12568,2.902450062092739,71480,45934,2,23,15480
60366,34378,2,26787,2.260686944121884,36433,4663,8,430,10843
41528,154212,6,2494,2.271579967104608,56817,541,8,42,45470
42048,187068,6,25465,3.3758467293612187,5506,35360,0,429,26902
178960,58811,8,10243,3.9935326374076876,71601,46392,8,45,17692
53070,74692,2,178,2.429846730080417,93846,18259,1,74,43382
118343,14895,7,26648,3.964546122660708,35915,30674,9,65,35830
166704,132640,2,6050,3.043177683532169,20329,12200,6,174,6987
90657,183211,3,20737,2.5446635785643776,74505,33808,4,375,21784
100136,152543,6,11420,3.2998851116052212,93298,14632,9,399,48312
82997,11479,3,9106,3.012282570717758,26148,39922,3,49,36737
178594,16332,8,25840,2.037872383025671,77880,11429,6,145,1624
126002,136004,3,14469,2.6692469776681556,1253,19091,5,150,19758
124182,52961,2,523,3.044627313260587,35747,4060,7,114,23091
80528,100754,9,22631,3.7794526316427723,92593,11009,9,388,32412
138902,196011,5,19858,3.271704627569338,10450,20510,4,74,16457
191806,7220,6,29662,2.2665217621968337,44051,47234,9,279,36699
70533,176418,5,14573,3.5474026260352725,25800,19494,3,190,29158
130694,195255,7,29718,2.6257717634690008,92556,2882,8,270,40812
199013,116464,4,28275,3.5031547747171325,78834,46133,7,10,17098
33537,127610,7,449,2.787373722153815,45857,9910,0,358,24144
136367,70791,1,25131,3.25624419510663,21562,29769,3,449,47457
191639,19157,5,14999,2.825661723778795,55856,11084,3,335,48732
28288,83212,3,7149,3.2191948673804243,24,24073,2,38,1675
23158,64618,9,25444,3.6004301195055417,25516,30229,8,66,2839
121149,116819,3,12867,3.794606042100806,16585,1055,3,358,46343
55682,75512,7,24424,2.035549883650118,57495,25501,3,150,45989
163291,96944,7,24915,3.6484205422495273,17081,25840,0,6,36036
155347,157823,3,5595,2.784043573024923,39721,34778,9,196,22926
78660,73433,5,25478,2.6454179575376138,90833,22287,5,320,9824
129794,152875,5,11314,3.3295027827640613,24832,16588,5,319,27911
73833,26388,4,21917,3.562247881680861,26126,6923,4,314,36077
180048,192601,1,25720,3.046093003975319,2203,49421,7,208,16507
131362,38279,8,25663,3.4458038900954238,46567,31526,3,446,23881
41157,49536,5,25574,2.464680213483751,47330,31933,8,242,4708
60900,195489,1,25773,2.427942660118784,15078,3801,8,114,48171
47987,120343,1,29051,3.0094563160954357,24172,46146,1,1,47684
65922,5258,9,165,2.6830551755359906,22506,5005,3,230,38643
56882,28251,3,14227,3.834097625166744,98981,29976,7,155,28620
119134,54395,1,18175,2.7174899643197774,69762,6204,9,493,19418
170291,75748,1,6784,2.3596659539266205,1928,13340,1,98,38184
147127,55989,5,27331,3.5219638137214124,31494,2515,7,137,3237
128215,47911,1,14932,3.1495647619225005,90546,3543,8,469,4082
193751,134289,6,23511,2.42701965682986,23135,13135,6,141,15795
169475,49351,5,26476,3.2162348701983676,99513,24047,9,266,7667
171666,69776,5,4114,2.4391507572981954,8120,17283,5,55,38979
145865,110672,4,6884,3.175157889704023,67542,2196,7,97,24530
118648,156003,2,24637,3.247813987398286,19737,6217,9,317,39504
51333,39710,8,6213,3.783424207896853,82248,2388,1,268,24193
106531,50157,8,29867,3.6750429906537807,51279,31113,6,332,16727
98703,169351,3,400,2.7200008670664424,19572,46651,3,396,36641
77589,53232,4,16194,2.7457658377904526,66850,45070,3,199,16592
71067,180795,7,2506,2.9077593019203456,92768,48226,3,354,30698
92748,151069,2,7243,2.811804093508225,59996,33944,7,205,6169
123262,37960,7,9523,2.320751295094885,30797,269,6,231,3347
198757,150969,9,5879,2.059259077197539,35705,46920,4,12,9628
58779,179476,7,4851,3.9265720477277233,5104,43501,6,445,14388
103161,115785,7,3153,3.607575033999011,22298,46462,0,356,39011
192275,40891,5,22201,2.23029863194645,42096,47296,6,327,37414
36838,99166,9,1191,2.897887695961426,11750,19469,4,271,40931
153589,197063,4,22728,3.85182473448435,57146,47715,8,396,36646
32644,118044,4,19189,3.1763724853665662,5800,6745,8,115,33309
199219,130148,8,20534,3.6352648725362675,72149,24767,9,147,11395
26436,199744,6,28685,3.465746747117057,55517,5234,7,285,9456
187296,168524,9,27782,2.3904542061455256,67154,20804,2,21,48226
42948,89079,9,16700,2.743842150628317,2209,28652,4,280,43489
79091,57448,6,6298,2.063529321855977,67370,44931,7,211,4135
87078,40006,1,7818,2.4012560175204385,86041,35491,0,229,9352
29551,154194,8,4578,3.0747076864345564,35569,15906,6,157,43973
190099,113287,3,2305,2.3237353817462827,58463,4519,8,331,24994
85688,85195,6,6596,3.15793752765833,73279,46861,6,39,15181
139131,60712,3,20085,3.6721423354712286,41613,9240,7,481,24714
38702,132693,5,13963,3.1423098398569556,87732,27369,1,148,47523
168372,103615,2,11489,3.3780047758561427,70217,49846,6,115,20198
186297,70151,8,8170,3.5044481454872054,17753,25127,1,165,29458
194735,74666,8,25855,2.316430923297659,31359,47423,4,43,22714
130789,52860,9,28840,2.8616855147239284,94293,15335,6,21,44082
162385,14119,2,16661,3.482089037378364,60099,44544,9,226,7771
165097,73468,8,12733,3.368603728519809,79304,22154,1,411,8474
84422,25129,5,18297,3.0261221253363564,12701,36816,9,12,29476
191259,87622,2,3056,2.872558914635399,93163,2687,8,225,40017
97701,109252,2,22171,2.8166719810185343,94018,41894,1,169,31451
187486,183368,3,20005,3.659327287212489,87024,4936,9,31,47371
172531,46710,1,11445,2.5402795485196723,56329,18404,0,331,34726
182364,154236,7,9719,3.661599458489779,88778,39216,5,129,10524
52309,22736,8,17238,3.1750779483239358,47395,43066,1,450,8195
138438,150018,9,17516,3.0833148987841312,29851,22538,1,430,13960
52735,124152,9,15532,3.228626566730205,85844,41969,8,298,4758
100705,153434,5,5339,3.797594576120084,16122,21242,7,233,3711
189356,138119,9,25020,2.6397627707057754,73787,6472,8,159,6114
185097,91446,3,199,2.4824737179830745,9523,291,2,99,26762
81629,177903,6,7264,3.5524143066113485,79889,44916,1,51,10610
102228,25695,2,7183,2.2720694531941046,35403,12463,5,456,3066
143832,27831,5,5698,3.2812171159839574,14201,36019,5,379,4567
198248,78459,3,21810,2.331717809932078,28506,4063,8,336,15060
49917,175019,6,22355,3.58583761974731,78135,808,6,369,47288
173871,108493,8,26028,2.527513296107651,2884,21660,1,499,27669
173980,196129,8,26821,2.8863723214103603,13531,38222,5,5,40837
77673,181585,6,15519,3.3443712451489453,18459,19306,6,33,14221
88869,64825,8,23229,3.5153321256473316,73277,33086,5,246,37962
128799,130705,6,27219,2.91278959897749,22075,24334,5,297,13908
132604,153994,9,1811,2.5397902644523294,55103,818,4,36,29193
21932,98760,6,4910,2.7643154405922976,55788,28474,8,301,41335
79030,161046,6,20660,2.9547716296788407,88285,14720,0,20,38338
122064,74537,6,21459,3.0612354635956187,22390,32216,1,364,26163
111469,183687,2,6168,3.3364843252546237,67732,49489,3,149,49304
25440,108166,8,10396,2.5914196636353832,5737,36026,0,104,44681
31757,10432,1,15639,2.871623431131303,43475,32496,5,86,41637
179680,19734,3,604,2.2696045384031764,82058,36184,3,125,43081
31086,107994,1,43,3.632715975825377,47115,1113,2,157,28477
50084,63155,2,9220,3.8823585603193282,36362,23204,2,53,45573
178300,98347,7,18889,3.1929339533006766,57142,20538,8,310,5687
137706,139490,8,23797,2.4140044741386535,73325,20522,4,307,29473
195494,120494,9,29718,2.22269500156495,42361,47446,1,448,6704
46993,90989,6,9568,2.2588246448273974,50387,41105,1,416,7411
60593,79605,3,11468,2.0506253833389447,64742,1578,6,341,3437
163801,87546,6,9227,3.5172989988672394,26522,45304,4,136,16897
104207,86653,1,6902,3.2787269572052224,68899,13720,5,243,47734
194496,155743,9,6907,3.4365659496925627,98648,35729,3,152,38651
62172,80087,8,6466,2.33064239170477,84748,18846,5,353,6057
94277,26986,8,18618,2.7252036243308178,45551,21480,9,66,29083
158027,83775,1,10704,2.2090979130780433,47908,7901,7,159,16311
107331,177793,4,21126,2.6727928936275864,51283,47430,9,482,12263
165732,167077,7,3168,2.103988673664239,19233,16515,2,65,15038
51725,146296,7,17032,2.1499848266825508,62007,5820,2,104,49906
103165,142101,3,12058,3.126097858719767,31148,9696,9,201,37970
124534,146792,3,12551,3.938147042692777,19766,16795,3,2,22330
197716,140478,9,13792,2.668804290648985,92387,34348,3,219,35173
94162,51936,2,15097,2.9484125051954955,3146,47771,1,294,4524
149700,112258,8,17973,2.4897524396910553,48066,11864,1,160,20053
123421,159054,1,24053,3.9019303014602045,54937,6993,7,194,25026
46281,113525,9,1338,2.9723542702110715,94565,38383,9,16,43936
27668,139391,7,9194,2.2134653716002277,6205,13935,4,190,25933
156876,34647,5,15437,3.5968555643192586,28112,16356,2,398,31681
167463,191379,3,18730,2.3699100065185217,7231,17609,0,323,45565
57868,57119,3,10184,3.8224657607835066,1923,6876,5,309,1160
102660,20830,2,6014,2.872307048884564,6963,16252,4,493,31952
124550,61812,7,16275,2.062607397020976,75905,46659,9,236,31550
196054,60015,6,1100,2.9340249402618825,54028,10126,2,47,33388
190349,166987,1,2022,2.0900098539196033,79056,17343,4,150,17657
97345,98297,2,24510,2.668763300712058,20332,29668,7,198,15452
183069,170463,9,6086,2.920341707238036,46475,12004,9,464,17313
162992,160503,5,9730,2.7369911707149943,99193,36491,1,498,41452
40825,43356,3,102,2.9245053307385174,53272,7151,1,457,13995
97346,50794,9,8295,3.1854830586859677,49556,37846,9,140,39919
110190,183654,6,3880,2.165751476240999,40086,19521,5,216,7402
160874,74882,4,21744,3.3207201998357556,92788,1679,4,334,8677
191360,185956,7,9166,2.865428976981565,69669,11777,9,162,1873
88461,41549,2,14270,3.4686442722927118,63717,24952,7,242,1896
199190,120874,6,20968,2.4005427779444912,3714,30825,5,205,39599
32655,165286,4,27712,3.7897043997493585,86722,35718,9,37,24550
30560,60459,5,13376,2.132784853447202,64146,47456,2,208,45871
177078,107001,3,6825,2.9593873459354145,6233,34812,7,177,17578
180635,173307,9,15647,2.3175493791523314,24179,34081,5,215,9971
164430,168090,4,7971,2.5342108905647702,69888,22804,6,289,35263
83035,66849,3,9039,3.3873772330777063,32046,27891,4,351,3490
100772,110874,1,4521,2.844558516019384,89935,11214,3,345,14428
144650,185421,3,14586,3.704219072157156,78544,41304,5,213,8374
88675,118891,7,529,2.5809532113590894,67665,45891,5,82,21840
71937,29598,8,25213,3.511244169930362,13520,8087,6,379,26090
29608,68391,8,27426,2.0306604753096194,31187,13161,6,293,43472
46940,21007,1,13891,3.2094635587511013,41227,23285,4,120,14469
182022,142627,7,13451,2.49527324858604,80045,42379,3,325,27014
182951,18107,9,11768,3.281463856226269,91208,45311,1,299,29191
138113,44777,5,18790,2.7883932127967093,6531,35000,2,417,20580
74588,51507,9,11917,3.536581776763171,92066,43781,0,436,27686
33678,66276,8,7797,3.889367099780448,85057,23118,0,296,36890
159767,120704,3,11766,2.5551537675907596,79178,41692,5,282,44224
32071,119769,5,25093,2.0019758273364943,99868,31677,8,347,20315
47363,152486,6,26522,2.968193567917343,84655,21536,8,40,33939
111081,169510,9,10284,3.7193963159721317,52858,9549,9,204,10975
148392,51166,7,18084,3.0789296162647606,84662,17497,0,190,38631
33385,185359,1,19031,2.2063809768144704,87097,45386,9,197,27986
29733,131131,1,7178,2.674966546197067,25500,41849,6,278,14993
160272,125085,5,24312,3.925761781911871,4065,5984,5,300,16175
51832,78354,5,17273,3.6313411171084464,51165,23422,2,411,8190
86837,28170,4,11347,2.0462215432808692,60008,21562,8,298,17515
179250,9468,8,2971,2.2345320921719156,66460,8039,2,172,17054
20121,29547,3,13458,2.056628446076226,56614,19636,1,299,18739
106175,123109,6,11616,2.101173105377265,24986,36118,7,484,6527
101621,14323,8,4194,3.758399733180914,46342,40503,0,22,34320
139331,112772,9,19560,2.2863194540535714,89457,40497,1,148,46460
83517,55873,5,326,3.416471108197493,48777,19599,9,165,6168
183671,50832,8,19963,3.282320974527479,97856,41907,1,27,10136
75665,58014,5,12493,3.010830428377065,22413,47055,1,379,7076
197721,118692,3,5849,3.4970256219370865,96973,46475,1,69,24309
91397,154838,9,8061,3.080264904626712,54635,33447,8,256,5431
144809,143380,7,10100,2.8308480817997874,22357,33945,7,400,27543
111287,91214,6,21703,2.126225244958131,74487,25961,7,194,34077
114166,180175,9,12636,2.290092292687855,16215,22276,7,347,23510
90152,89508,7,27833,2.0884290830251473,53941,22212,0,140,17990
64757,86062,7,8842,3.1421398034202683,29760,10949,3,94,1570
